COMMODITY,MARKET (1),MARKET (2),MARKET (3),TOTAL,AVERAGE,Month,Year,Type,City
COWPEA (WHITE),170000,180000,175000,525000,175000.0,April,2022,Tomatoes,Kano
GROUNDNUT (SHELLED),450000,470000,460000,1380000,460000.0,April,2022,Tomatoes,Kano
GROUNDNUT (UNSHELLED),80000,85000,82500,247500,82500.0,April,2022,Tomatoes,Kano
MAIZE,100000,110000,105000,315000,105000.0,April,2022,Tomatoes,Kano
MILLET,85000,95000,90000,270000,90000.0,April,2022,Tomatoes,Kano
BAMBARA NUTS,214285,224185,207142,645612,215204.0,April,2022,Tomatoes,Bauchi
BEANS,142857,142857,142857,392856,130952.0,April,2022,Tomatoes,Bauchi
BENISEED,346153,361538,346153,1053844,351281.0,April,2022,Tomatoes,Bauchi
COWPEA (RED),178571,178571,178571,535713,178571.0,April,2022,Tomatoes,Bauchi
COWPEA (WHITE),192307,192307,192307,576921,141025.0,April,2022,Tomatoes,Bauchi
GROUNDNUT (SHELLED),571428,571428,543857,1686713,562238.0,April,2022,Tomatoes,Bauchi
GROUNDNUT (UNSHELLED),100000,100000,100000,300000,100000.0,April,2022,Tomatoes,Bauchi
MAIZE,128571,142557,143857,414985,138328.0,April,2022,Tomatoes,Bauchi
MILLET,112500,125000,125000,362500,120833.0,April,2022,Tomatoes,Bauchi
RICE (LOCAL) (MILLED) ,312500,281250,300000,893750,297917.0,April,2022,Tomatoes,Bauchi
RICE (UNMILLED),108333,125250,133333,366916,122305.0,April,2022,Tomatoes,Bauchi
SORGHUM/GUINEA CORN,142857,107142,128571,378570,126190.0,April,2022,Tomatoes,Bauchi
SOYA BEANS,130769,138461,130769,399999,133333.0,April,2022,Tomatoes,Bauchi
WHEAT,600000,600000,590000,1790000,596667.0,April,2022,Tomatoes,Bauchi
ACHA,323529,294118,323529,941176,313725.0,April,2022,Tomatoes,Bauchi
HOT PEPPER (DRY),666667,611111,666667,1944445,648148.0,April,2022,Fruit,Bauchi
SWEET PEPPER (DRY),777777,722222,722222,2222221,740740.0,April,2022,Fruit,Bauchi
TOMATOES (DRY),500000,450000,480000,1430000,476667.0,April,2022,Fruit,Bauchi
TOMATOES (FRESH),105000,100000,96000,301000,100333.0,April,2022,Fruit,Bauchi
GINGER,625000,687500,750000,2062500,687500.0,April,2022,Tubers,Bauchi
SWEET POTATOES,130000,120000,130000,380000,126667.0,April,2022,Tubers,Bauchi
IRISH POTATOES,270000,280000,280000,830000,276667.0,April,2022,Tubers,Bauchi
GUM ARABIC GRADE 1,280000,280000,280000,840000,280000.0,April,2022,Tree crops,Bauchi
GUM ARABIC ORDINARY,210000,210000,210000,630000,210000.0,April,2022,Tree crops,Bauchi
CATTLE,1200000,1200000,1200000,3600000,1200000.0,April,2022,Livestock,Bauchi
BAMBARA NUTS,214285,224185,207142,645612,215204.0,April,2023,Tomatoes,Bauchi
BEANS,142857,142857,142857,392856,130952.0,April,2023,Tomatoes,Bauchi
BENISEED,346153,361538,346153,1053844,351281.0,April,2023,Tomatoes,Bauchi
COWPEA (RED),178571,178571,178571,535713,178571.0,April,2023,Tomatoes,Bauchi
COWPEA (WHITE),192307,192307,192307,576921,141025.0,April,2023,Tomatoes,Bauchi
GROUNDNUT (SHELLED),571428,571428,543857,1686713,562238.0,April,2023,Tomatoes,Bauchi
GROUNDNUT (UNSHELLED),100000,100000,100000,300000,100000.0,April,2023,Tomatoes,Bauchi
MAIZE,128571,142557,143857,414985,138328.0,April,2023,Tomatoes,Bauchi
MILLET,112500,125000,125000,362500,120833.0,April,2023,Tomatoes,Bauchi
RICE (LOCAL) (MILLED) ,312500,281250,300000,893750,297917.0,April,2023,Tomatoes,Bauchi
RICE (UNMILLED),108333,125250,133333,366916,122305.0,April,2023,Tomatoes,Bauchi
SORGHUM/GUINEA CORN,142857,107142,128571,378570,126190.0,April,2023,Tomatoes,Bauchi
SOYA BEANS,130769,138461,130769,399999,133333.0,April,2023,Tomatoes,Bauchi
WHEAT,600000,600000,590000,1790000,596667.0,April,2023,Tomatoes,Bauchi
ACHA,323529,294118,323529,941176,313725.0,April,2023,Tomatoes,Bauchi
HOT PEPPER (DRY),666667,611111,666667,1944445,648148.0,April,2023,Fruit,Bauchi
SWEET PEPPER (DRY),777777,722222,722222,2222221,740740.0,April,2023,Fruit,Bauchi
TOMATOES (DRY),500000,450000,480000,1430000,476667.0,April,2023,Fruit,Bauchi
TOMATOES (FRESH),105000,100000,96000,301000,100333.0,April,2023,Fruit,Bauchi
GINGER,625000,687500,750000,2062500,687500.0,April,2023,Tubers,Bauchi
SWEET POTATOES,130000,120000,130000,380000,126667.0,April,2023,Tubers,Bauchi
IRISH POTATOES,270000,280000,280000,830000,276667.0,April,2023,Tubers,Bauchi
GUM ARABIC GRADE 1,280000,280000,280000,840000,280000.0,April,2023,Tree crops,Bauchi
GUM ARABIC ORDINARY,210000,210000,210000,630000,210000.0,April,2023,Tree crops,Bauchi
CATTLE,1200000,1200000,1200000,3600000,1200000.0,April,2023,Livestock,Bauchi
BAMBARA NUTS,535714,545714,535714,1617142,539047.0,August,2021,Tomatoes,Bauchi
BEANS,500000,500000,510000,842856,280952.0,August,2021,Tomatoes,Bauchi
BENISEED,461538,471538,461538,1394614,442307.0,August,2021,Tomatoes,Bauchi
COWPEA (RED),214286,235714,214286,664286,221429.0,August,2021,Tomatoes,Bauchi
COWPEA (WHITE),192308,192308,215385,600001,248717.0,August,2021,Tomatoes,Bauchi
GROUNDNUT (SHELLED),928571,929000,928571,2786142,928714.0,August,2021,Tomatoes,Bauchi
GROUNDNUT (UNSHELLED),500000,500000,500000,1500000,500000.0,August,2021,Tomatoes,Bauchi
MAIZE,235714,235714,245714,717142,239047.0,August,2021,Tomatoes,Bauchi
MILLET,228750,210750,218751,658251,219417.0,August,2021,Tomatoes,Bauchi
RICE (LOCAL) (MILLED) ,531250,531250,500000,1562500,520833.0,August,2021,Tomatoes,Bauchi
RICE (UNMILLED),416667,416667,416667,1250001,416667.0,August,2021,Tomatoes,Bauchi
SORGHUM/GUINEA CORN,285714,285714,285714,857142,285714.0,August,2021,Tomatoes,Bauchi
SOYA BEANS,153846,192308,176923,523077,174359.0,August,2021,Tomatoes,Bauchi
WHEAT,900000,900000,900000,2700000,900000.0,August,2021,Tomatoes,Bauchi
ACHA,500000,500000,500000,1500000,500000.0,August,2021,Tomatoes,Bauchi
HOT PEPPER (DRY),888889,888889,888889,2666667,888889.0,August,2021,Fruit,Bauchi
SWEET PEPPER (DRY),1111111,888889,1111111,3111111,1037037.0,August,2021,Fruit,Bauchi
TOMATOES (DRY),600000,600000,650000,1850000,616667.0,August,2021,Fruit,Bauchi
TOMATOES (FRESH),30000,40000,35000,105000,35000.0,August,2021,Fruit,Bauchi
GINGER,812500,625000,812500,2250000,750000.0,August,2021,Tubers,Bauchi
SWEET POTATOES,100000,100000,100000,300000,100000.0,August,2021,Tubers,Bauchi
IRISH POTATOES,200000,240000,220000,660000,220000.0,August,2021,Tubers,Bauchi
YAM TUBBER,180000,200000,200000,580000,193333.0,August,2021,Tomatoes,Bauchi
GUM ARABIC GRADE 1,280000,280000,280000,840000,280000.0,August,2021,Tree crops,Bauchi
GUM ARABIC ORDINARY,210000,210000,210000,630000,210000.0,August,2021,Tree crops,Bauchi
BAMBARA NUTS,300000,285714,285714,871428,290476.0,February,2021,Tomatoes,Gombe
BEANS,285714,285714,271428,842856,280952.0,February,2021,Tomatoes,Gombe
BENISEED,307692,269230,307692,884614,442307.0,February,2021,Tomatoes,Gombe
COWPEA (RED),285714,285714,264285,835713,278571.0,February,2021,Tomatoes,Gombe
COWPEA (WHITE),307692,307692,284615,899999,248717.0,February,2021,Tomatoes,Gombe
GROUNDNUT (SHELLED),571428,571428,500000,1642856,547619.0,February,2021,Tomatoes,Gombe
GROUNDNUT (UNSHELLED),76923,76923,92307,246153,82051.0,February,2021,Tomatoes,Gombe
MAIZE,128571,178571,157142,464284,154761.0,February,2021,Tomatoes,Gombe
MILLET,125000,137500,125000,387500,129167.0,February,2021,Tomatoes,Gombe
RICE (LOCAL) (MILLED) ,312500,368571,281250,962321,320774.0,February,2021,Tomatoes,Gombe
RICE (UNMILLED),83333,100000,108333,291666,97222.0,February,2021,Tomatoes,Gombe
SORGHUM/GUINEA CORN,250000,214285,228571,692856,230952.0,February,2021,Tomatoes,Gombe
SOYA BEANS,192307,176923,176923,546153,182051.0,February,2021,Tomatoes,Gombe
WHEAT,900000,900000,900000,2700000,900000.0,February,2021,Tomatoes,Gombe
ACHA,857142,857142,828571,2542855,847618.0,February,2021,Tomatoes,Gombe
HOT PEPPER (DRY),666666,666666,633333,1966665,655555.0,February,2021,Fruit,Gombe
SWEET PEPPER (DRY),777777,777777,744444,2299998,766666.0,February,2021,Fruit,Gombe
TOMATOES (DRY),500000,500000,450000,1450000,483333.0,February,2021,Fruit,Gombe
TOMATOES (FRESH),84000,90000,94000,268000,89333.0,February,2021,Fruit,Gombe
GINGER,625000,625000,593750,1843750,614583.0,February,2021,Tubers,Gombe
SWEET POTATOES,90000,100000,90000,280000,93333.0,February,2021,Tubers,Gombe
IRISH POTATOES,280000,280000,300000,860000,286667.0,February,2021,Tubers,Gombe
GUM ARABIC GRADE 1,280000,280000,280000,840000,280000.0,February,2021,Tree crops,Gombe
GUM ARABIC ORDINARY,210000,210000,210000,630000,210000.0,February,2021,Tree crops,Gombe
CATTLE,1200000,1200000,1200000,3600000,1200000.0,February,2021,Livestock,Gombe
BAMBARA NUTS,178571,178571,192857,549999,183333.0,January,2020,Tomatoes,Niger
BEANS,142856,121428,128571,392856,130952.0,January,2020,Tomatoes,Niger
BENISEED,307692,330769,307692,946153,315384.0,January,2020,Tomatoes,Niger
COWPEA (RED),142857,164285,157142,464284,154761.0,January,2020,Tomatoes,Niger
COWPEA (WHITE),153846,130769,138461,423076,141025.0,January,2020,Tomatoes,Niger
GROUNDNUT (SHELLED),142857,142857,142857,428571,142857.0,January,2020,Tomatoes,Niger
GROUNDNUT (UNSHELLED),215384,230769,276923,723076,241025.0,January,2020,Tomatoes,Niger
MAIZE,85714,85714,92857,264285,88095.0,January,2020,Tomatoes,Niger
MILLET,75000,75000,75000,225000,75000.0,January,2020,Tomatoes,Niger
RICE (LOCAL) (MILLED) ,206250,250000,143750,600000,200000.0,January,2020,Tomatoes,Niger
RICE (UNMILLED),100000,83333,83333,266666,88889.0,January,2020,Tomatoes,Niger
SORGHUM/GUINEA CORN,85714,107142,83333,276189,92063.0,January,2020,Tomatoes,Niger
SOYA BEANS,123076,123076,130769,376921,125640.0,January,2020,Tomatoes,Niger
WHEAT,600000,700000,560000,1860000,620000.0,January,2020,Tomatoes,Niger
ACHA,299117,323529,352941,975587,325196.0,January,2020,Tomatoes,Niger
HOT PEPPER (DRY),777777,777777,722222,2277776,759259.0,January,2020,Fruit,Niger
SWEET PEPPER (DRY),888888,666666,611111,2166665,722222.0,January,2020,Fruit,Niger
TOMATOES (DRY),600000,500000,500000,1600000,533333.0,January,2020,Fruit,Niger
TOMATOES (FRESH),40000,40000,40000,120000,40000.0,January,2020,Fruit,Niger
GINGER,625000,312500,312500,1250000,416667.0,January,2020,Tubers,Niger
SWEET POTATOES,40000,36000,40000,116000,38667.0,January,2020,Tubers,Niger
IRISH POTATOES,200000,260000,200000,660000,220000.0,January,2020,Tubers,Niger
GUM ARABIC GRADE 1,280000,280000,280000,840000,280000.0,January,2020,Tree crops,Niger
GUM ARABIC ORDINARY,210000,210000,210000,630000,210000.0,January,2020,Tree crops,Niger
CATTLE,1200000,1200000,1200000,3600000,1200000.0,January,2020,Livestock,Niger
BAMBARA NUTS,250000,235714,250000,735714,245238.0,January,2023,Tomatoes,Kwara
BEANS,214285,200000,218285,628570,209523.0,January,2023,Tomatoes,Kwara
BENISEED,384615,384615,384615,1153845,384615.0,January,2023,Tomatoes,Kwara
COWPEA (RED),250000,235714,250000,735714,245238.0,January,2023,Tomatoes,Kwara
COWPEA (WHITE),269230,269230,261538,799998,266666.0,January,2023,Tomatoes,Kwara
GROUNDNUT (SHELLED),714286,642857,714286,2071429,690476.0,January,2023,Tomatoes,Kwara
GROUNDNUT (UNSHELLED),92308,76923,92308,261539,87180.0,January,2023,Tomatoes,Kwara
MAIZE,164286,164286,178571,507143,169048.0,January,2023,Tomatoes,Kwara
MILLET,156250,150000,156250,462500,154167.0,January,2023,Tomatoes,Kwara
RICE (LOCAL) (MILLED) ,437500,425000,425000,1287500,429167.0,January,2023,Tomatoes,Kwara
RICE (UNMILLED),166667,150000,166667,483334,161111.0,January,2023,Tomatoes,Kwara
SORGHUM/GUINEA CORN,178571,178571,171428,528570,176190.0,January,2023,Tomatoes,Kwara
SOYA BEANS,153846,153846,153846,461538,153846.0,January,2023,Tomatoes,Kwara
WHEAT,800000,800000,800000,2400000,800000.0,January,2023,Tomatoes,Kwara
ACHA,857143,785714,785714,2428571,809524.0,January,2023,Tomatoes,Kwara
HOT PEPPER (DRY),666666,666666,644444,1977776,659259.0,January,2023,Fruit,Kwara
SWEET PEPPER (DRY),666666,666666,666666,1999998,666666.0,January,2023,Fruit,Kwara
TOMATOES (DRY),600000,550000,550000,1700000,566667.0,January,2023,Fruit,Kwara
TOMATOES (FRESH),50000,60000,56000,166000,55333.0,January,2023,Fruit,Kwara
GINGER,625000,750000,625000,2000000,666667.0,January,2023,Tubers,Kwara
SWEET POTATOES,90000,100000,90000,280000,93333.0,January,2023,Tubers,Kwara
IRISH POTATOES,230000,240000,240000,710000,236667.0,January,2023,Tubers,Kwara
GUM ARABIC GRADE 1,280000,280000,280000,840000,280000.0,January,2023,Tree crops,Kwara
GUM ARABIC ORDINARY,210000,210000,210000,630000,210000.0,January,2023,Tree crops,Kwara
CATTLE,1200000,1200000,1200000,3600000,1200000.0,January,2023,Livestock,Kwara
BAMBARA NUTS,250000,235714,250000,735714,245238.0,July,2021,Tomatoes,Kaduna
BEANS,214285,200000,218285,628570,209523.0,July,2021,Tomatoes,Kaduna
BENISEED,384615,384615,384615,1153845,384615.0,July,2021,Tomatoes,Kaduna
COWPEA (RED),250000,235714,250000,735714,245238.0,July,2021,Tomatoes,Kaduna
COWPEA (WHITE),269230,269230,261538,799998,266666.0,July,2021,Tomatoes,Kaduna
GROUNDNUT (SHELLED),714286,642857,714286,2071429,690476.0,July,2021,Tomatoes,Kaduna
GROUNDNUT (UNSHELLED),92308,76923,92308,261539,87180.0,July,2021,Tomatoes,Kaduna
MAIZE,164286,164286,178571,507143,169048.0,July,2021,Tomatoes,Kaduna
MILLET,156250,150000,156250,462500,154167.0,July,2021,Tomatoes,Kaduna
RICE (LOCAL) (MILLED) ,437500,425000,425000,1287500,429167.0,July,2021,Tomatoes,Kaduna
RICE (UNMILLED),166667,150000,166667,483334,161111.0,July,2021,Tomatoes,Kaduna
SORGHUM/GUINEA CORN,178571,178571,171428,528570,176190.0,July,2021,Tomatoes,Kaduna
SOYA BEANS,153846,153846,153846,461538,153846.0,July,2021,Tomatoes,Kaduna
WHEAT,800000,800000,800000,2400000,800000.0,July,2021,Tomatoes,Kaduna
ACHA,857143,785714,785714,2428571,809524.0,July,2021,Tomatoes,Kaduna
HOT PEPPER (DRY),666666,666666,644444,1977776,659259.0,July,2021,Fruit,Kaduna
SWEET PEPPER (DRY),666666,666666,666666,1999998,666666.0,July,2021,Fruit,Kaduna
TOMATOES (DRY),600000,550000,550000,1700000,566667.0,July,2021,Fruit,Kaduna
TOMATOES (FRESH),50000,60000,56000,166000,55333.0,July,2021,Fruit,Kaduna
GINGER,625000,750000,625000,2000000,666667.0,July,2021,Tubers,Kaduna
SWEET POTATOES,90000,100000,90000,280000,93333.0,July,2021,Tubers,Kaduna
IRISH POTATOES,230000,240000,240000,710000,236667.0,July,2021,Tubers,Kaduna
GUM ARABIC GRADE 1,280000,280000,280000,840000,280000.0,July,2021,Tree crops,Kaduna
GUM ARABIC ORDINARY,210000,210000,210000,630000,210000.0,July,2021,Tree crops,Kaduna
CATTLE,1200000,1200000,1200000,3600000,1200000.0,July,2021,Livestock,Kaduna
BAMBARA NUTS,214285,214185,207142,635612,211871.0,March,2021,Tomatoes,Abuja
BEANS,142857,142857,142857,392856,130952.0,March,2021,Tomatoes,Abuja
BENISEED,346153,361538,346153,1053844,351281.0,March,2021,Tomatoes,Abuja
COWPEA (RED),178571,178571,178571,535713,178571.0,March,2021,Tomatoes,Abuja
COWPEA (WHITE),192307,192307,192307,576921,141025.0,March,2021,Tomatoes,Abuja
GROUNDNUT (SHELLED),571428,571428,543857,1686713,562238.0,March,2021,Tomatoes,Abuja
GROUNDNUT (UNSHELLED),100000,100000,100000,300000,100000.0,March,2021,Tomatoes,Abuja
MAIZE,128571,142557,142857,413985,137995.0,March,2021,Tomatoes,Abuja
MILLET,112500,125000,125000,362500,120833.0,March,2021,Tomatoes,Abuja
RICE (LOCAL) (MILLED) ,312500,281250,300000,893750,297917.0,March,2021,Tomatoes,Abuja
RICE (UNMILLED),108333,125250,133333,366916,122305.0,March,2021,Tomatoes,Abuja
SORGHUM/GUINEA CORN,142857,107142,128571,378570,126190.0,March,2021,Tomatoes,Abuja
SOYA BEANS,130769,138461,130769,399999,133333.0,March,2021,Tomatoes,Abuja
WHEAT,600000,600000,580000,1780000,593333.0,March,2021,Tomatoes,Abuja
ACHA,323529,294118,323529,941176,313725.0,March,2021,Tomatoes,Abuja
HOT PEPPER (DRY),666667,611111,666667,1944445,648148.0,March,2021,Fruit,Abuja
SWEET PEPPER (DRY),777777,722222,722222,2222221,740740.0,March,2021,Fruit,Abuja
TOMATOES (DRY),500000,450000,480000,1430000,476667.0,March,2021,Fruit,Abuja
TOMATOES (FRESH),100000,100000,96000,296000,98667.0,March,2021,Fruit,Abuja
GINGER,625000,687500,750000,2062500,687500.0,March,2021,Tubers,Abuja
SWEET POTATOES,130000,120000,130000,380000,126667.0,March,2021,Tubers,Abuja
IRISH POTATOES,270000,280000,280000,830000,276667.0,March,2021,Tubers,Abuja
GUM ARABIC GRADE 1,280000,280000,280000,840000,280000.0,March,2021,Tree crops,Abuja
GUM ARABIC ORDINARY,210000,210000,210000,630000,210000.0,March,2021,Tree crops,Abuja
CATTLE,1200000,1200000,1200000,3600000,1200000.0,March,2021,Livestock,Abuja
BAMBARA NUTS,1070714,1085714,1035714,3192142,1064047.0,June,2022,Tomatoes,Benue
BEANS,1000000,1000000,1010000,842856,280952.0,June,2022,Tomatoes,Benue
BENISEED,822068,892538,861538,2576144,442307.0,June,2022,Tomatoes,Benue
COWPEA (RED),414286,468714,414286,1297286,432429.0,June,2022,Tomatoes,Benue
COWPEA (WHITE),392308,324308,415385,1132001,248717.0,June,2022,Tomatoes,Benue
GROUNDNUT (SHELLED),1828571,1829000,1828571,5486142,1828714.0,June,2022,Tomatoes,Benue
GROUNDNUT (UNSHELLED),1400000,1000000,1000000,3400000,1133333.0,June,2022,Tomatoes,Benue
MAIZE,535714,635714,645714,1817142,605714.0,June,2022,Tomatoes,Benue
MILLET,728750,610750,618751,1958251,652750.0,June,2022,Tomatoes,Benue
RICE (LOCAL) (MILLED) ,1021250,1031250,1000000,3052500,1017500.0,June,2022,Tomatoes,Benue
RICE (UNMILLED),856667,816667,826667,2500001,833334.0,June,2022,Tomatoes,Benue
SORGHUM/GUINEA CORN,685714,685714,685714,2057142,685714.0,June,2022,Tomatoes,Benue
SOYA BEANS,153846,192308,176923,523077,174359.0,June,2022,Tomatoes,Benue
WHEAT,1800000,1800000,1900000,5500000,1833333.0,June,2022,Tomatoes,Benue
ACHA,1000000,1000000,1000000,3000000,1000000.0,June,2022,Tomatoes,Benue
HOT PEPPER (DRY),1776889,1776889,1988889,5542667,1847556.0,June,2022,Fruit,Benue
SWEET PEPPER (DRY),2111111,2500889,2222222,6834222,2278074.0,June,2022,Fruit,Benue
TOMATOES (DRY),1200000,1200000,1250000,3650000,1216667.0,June,2022,Fruit,Benue
TOMATOES (FRESH),60000,80000,70000,210000,70000.0,June,2022,Fruit,Benue
GINGER,1612500,1525000,1612500,4750000,1583333.0,June,2022,Tubers,Benue
SWEET POTATOES,200000,200000,200000,600000,200000.0,June,2022,Tubers,Benue
IRISH POTATOES,600000,640000,440000,1680000,560000.0,June,2022,Tubers,Benue
YAM TUBBER,400000,500000,400000,1300000,433333.0,June,2022,Tomatoes,Benue
GUM ARABIC GRADE 1,560000,580000,560000,1700000,566667.0,June,2022,Tree crops,Benue
GUM ARABIC ORDINARY,420000,410000,420000,1250000,416667.0,June,2022,Tree crops,Benue
BAMBARA NUTS,178571,178571,164285,521427,173809.0,May,2021,Tomatoes,Nasarawa
BEANS,142857,178571,214285,535713,178571.0,May,2021,Tomatoes,Nasarawa
BENISEED,346153,346153,307692,999998,333333.0,May,2021,Tomatoes,Nasarawa
COWPEA (RED),142857,142857,164285,449999,150000.0,May,2021,Tomatoes,Nasarawa
COWPEA (WHITE),153846,192307,230769,576922,192307.0,May,2021,Tomatoes,Nasarawa
GROUNDNUT (SHELLED),142857,142857,128571,414285,138095.0,May,2021,Tomatoes,Nasarawa
GROUNDNUT (UNSHELLED),215384,230769,215384,661537,220512.0,May,2021,Tomatoes,Nasarawa
MAIZE,85714,85714,92857,264285,88095.0,May,2021,Tomatoes,Nasarawa
MILLET,75000,75000,75000,225000,75000.0,May,2021,Tomatoes,Nasarawa
RICE (LOCAL) (MILLED) ,187500,375000,206250,768750,256250.0,May,2021,Tomatoes,Nasarawa
RICE (UNMILLED),83333,100000,83333,266666,88889.0,May,2021,Tomatoes,Nasarawa
SORGHUM/GUINEA CORN,85714,85714,85714,257142,85714.0,May,2021,Tomatoes,Nasarawa
SOYA BEANS,130769,115384,130769,376922,125641.0,May,2021,Tomatoes,Nasarawa
WHEAT,200000,200000,200000,600000,200000.0,May,2021,Tomatoes,Nasarawa
ACHA,235294,264705,235294,735293,245098.0,May,2021,Tomatoes,Nasarawa
HOT PEPPER (DRY),722222,722222,666666,2111110,703703.0,May,2021,Fruit,Nasarawa
SWEET PEPPER (DRY),555555,555555,555555,1666665,555555.0,May,2021,Fruit,Nasarawa
TOMATOES (DRY),400000,400000,400000,1200000,400000.0,May,2021,Fruit,Nasarawa
TOMATOES (FRESH),80000,70000,80000,230000,76667.0,May,2021,Fruit,Nasarawa
GINGER,375000,281250,312500,968750,322917.0,May,2021,Tubers,Nasarawa
SWEET POTATOES,60000,56000,50000,166000,55333.0,May,2021,Tubers,Nasarawa
IRISH POTATOES,220000,210000,220000,650000,216667.0,May,2021,Tubers,Nasarawa
GUM ARABIC GRADE 1,280000,280000,280000,840000,280000.0,May,2021,Tree crops,Nasarawa
GUM ARABIC ORDINARY,210000,210000,210000,630000,210000.0,May,2021,Tree crops,Nasarawa
CATTLE,1200000,1200000,1200000,3600000,1200000.0,May,2021,Livestock,Nasarawa
BAMBARA NUTS,300000,285714,285714,871428,290476.0,September,2020,Tomatoes,Kogi
BEANS,285714,285714,271428,842856,280952.0,September,2020,Tomatoes,Kogi
BENISEED,307692,269230,307692,884614,442307.0,September,2020,Tomatoes,Kogi
COWPEA (RED),285714,285714,264285,835713,278571.0,September,2020,Tomatoes,Kogi
COWPEA (WHITE),307692,307692,284615,899999,248717.0,September,2020,Tomatoes,Kogi
GROUNDNUT (SHELLED),571428,571428,500000,1642856,547619.0,September,2020,Tomatoes,Kogi
